"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2013","2013",66.9,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2014","2014",47,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2015","2015",54.5,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2016","2016",54.5,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2017","2017",67.1,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2018","2018",67.5,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2019","2019",88.4,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2020","2020",110.9,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2021","2021",170.5,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2017","2017",46.3,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2019","2019",48.3,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2020","2020",42.8,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2021","2021",73,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2010","2010",46.3,"E","Estimated value"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2011","2011",53.1,"E","Estimated value"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2012","2012",60.6,"E","Estimated value"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2013","2013",50.5,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2014","2014",58.3,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2015","2015",64.9,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2016","2016",59.8,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2017","2017",65.6,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2018","2018",62.3,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2019","2019",63.3,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2020","2020",87.7,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2021","2021",69.4,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2010","2010",43,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2011","2011",31.7,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2012","2012",26.7,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2013","2013",22.5,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2014","2014",8.8,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2015","2015",20.1,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2016","2016",13.3,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2017","2017",17.6,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2018","2018",34.3,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2019","2019",38.5,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2020","2020",50.5,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2021","2021",51.9,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2012","2012",71.6,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2013","2013",82.6,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2014","2014",76,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2015","2015",81,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2016","2016",79,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2017","2017",70,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2018","2018",68,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2019","2019",73,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2020","2020",72,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2021","2021",83,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2013","2013",36,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2014","2014",36,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2015","2015",28,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2016","2016",30,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2017","2017",40,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2018","2018",42,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2019","2019",43,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2020","2020",33,,
"WAITPROW","Prostatectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2021","2021",34,"P","Provisional value"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2010","2010",74.9,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2011","2011",85.6,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2012","2012",81.2,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2013","2013",70.8,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2014","2014",67,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2015","2015",62.8,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2016","2016",62,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2017","2017",67.2,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2018","2018",71.7,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2019","2019",75.6,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2020","2020",83.9,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NZL","New Zealand","2021","2021",101.8,,
"WAITCOBW","Coronary bypass","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2017","2017",46,,
"WAITCOBW","Coronary bypass","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2019","2019",97,,
"WAITCOBW","Coronary bypass","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2020","2020",78,,
"WAITCOBW","Coronary bypass","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2021","2021",23.9,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2012","2012",61.3,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2013","2013",67,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2014","2014",58.4,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2015","2015",52.9,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2016","2016",58.8,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2017","2017",52.7,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2018","2018",56,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2019","2019",60,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2020","2020",54,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2013","2013",28,,
"WAITCATW","Cataract surgery","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2014","2014",23,,
"WAITCATW","Cataract surgery","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2015","2015",24,,
"WAITCATW","Cataract surgery","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2016","2016",28,,
